City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
139,aktau,43.65,51.2,281.47,66,100,7.07,KZ,1729391550
140,mariental,-24.6333,17.9667,287.79,34,4,3.12,NA,1729391551
141,olyokminsk,60.3736,120.4264,269.92,81,100,3.3,RU,1729391552
142,afaahiti,-17.75,-149.2833,297.31,86,93,9.54,PF,1729391554
143,al kharijah,25.4514,30.5464,292.78,49,0,3.25,EG,1729391555
144,isafjordur,66.0755,-23.124,272.28,96,100,5.74,IS,1729391556
145,douz,33.4663,9.0203,291.63,56,93,2.66,TN,1729391557
146,kapa'a,22.0752,-159.319,301.33,77,0,7.2,US,1729391558
147,flin flon,54.7682,-101.865,279.97,54,100,2.16,CA,1729391559
148,brisas de zicatela,15.8369,-97.0419,301.44,89,75,1.03,MX,1729391560
149,qarauyl,48.9451,79.255,276.55,57,1,1.8,KZ,1729391562
150,allen,41.0706,-85.0144,282.21,57,20,1.54,US,1729391563
151,homer,59.6425,-151.5483,277.09,36,0,0.0,US,1729391364
152,crucecita,-28.95,-58.9833,290.6,76,0,3.63,AR,1729391565
153,howrah,22.5892,88.3103,300.15,89,40,1.54,IN,1729391566
154,hobbs,32.7026,-103.136,292.2,72,100,11.32,US,1729391567
155,puerto baquerizo moreno,-0.9,-89.6,294.23,90,100,5.12,EC,1729391569
156,tiksi,71.6872,128.8694,267.25,95,100,3.12,RU,1729391282
157,andergrove,-21.0833,149.1833,299.63,64,0,6.07,AU,1729391571
158,luau,-10.7073,22.2247,291.83,88,47,0.88,AO,1729391572
159,cidreira,-30.1811,-50.2056,291.55,88,25,5.1,BR,1729391573
160,tura,25.5198,90.2201,299.38,69,0,0.32,IN,1729391574
161,la passe,45.5549,-0.8967,288.63,93,97,3.27,FR,1729391576
162,cabedelo,-6.9811,-34.8339,299.52,74,97,5.64,BR,1729391577
163,nadi,-17.8,177.4167,301.15,61,40,8.23,FJ,1729391578
164,princeville,45.7668,-61.2985,285.24,72,8,2.21,CA,1729391579
165,nikolayevsk-on-amure,53.1406,140.73,270.77,72,99,7.68,RU,1729391580
166,crane,31.3974,-102.3501,294.22,69,100,9.93,US,1729391581
167,vernon,50.2581,-119.2691,282.84,84,100,2.57,CA,1729391399
168,gadzhiyevo,69.2551,33.3362,279.66,92,100,4.58,RU,1729391584
169,bredasdorp,-34.5322,20.0403,282.65,85,7,0.37,ZA,1729391585
170,tocopilla,-22.092,-70.1979,290.21,74,1,0.08,CL,1729391586
171,trairi,-3.2778,-39.2689,298.88,80,21,6.95,BR,1729391351
172,manggar,-2.8833,108.2667,304.53,55,78,3.49,ID,1729391589
173,port mathurin,-19.6833,63.4167,296.31,75,37,7.55,MU,1729391591
174,laixi,36.8592,120.5269,285.88,63,99,1.35,CN,1729391592
175,newman,37.3138,-121.0208,290.39,47,0,0.45,US,1729391593
176,remire-montjoly,4.9167,-52.2667,298.17,94,0,0.0,GF,1729391594
177,acarau,-2.8856,-40.12,298.93,81,48,7.81,BR,1729391595
178,pagar alam,-4.0167,103.2667,301.94,46,40,0.93,ID,1729391596
179,quellon,-43.1167,-73.6167,281.77,88,34,2.4,CL,1729391597
180,carnarvon,-24.8667,113.6333,295.18,62,76,5.46,AU,1729391599
181,nova vicosa,-17.8919,-39.3719,297.89,86,100,5.67,BR,1729391600
182,anadyr,64.75,177.4833,276.43,93,100,8.0,RU,1729391601
183,carutapera,-1.195,-46.02,298.83,83,8,3.04,BR,1729391602
184,mersing,2.4312,103.8405,298.1,88,40,1.03,MY,1729391603
185,fort st. john,56.2499,-120.8529,270.09,93,100,4.63,CA,1729391405
186,coquimbo,-29.9533,-71.3436,286.0,96,100,1.54,CL,1729391472
187,keflavik,64.0049,-22.5624,277.39,93,75,5.14,IS,1729391608
188,along,28.1667,94.7667,294.94,50,0,0.11,IN,1729391609
189,zadawa,11.4496,10.3672,298.23,38,14,2.7,NG,1729391610
190,puerto deseado,-47.7503,-65.8938,286.88,55,100,6.12,AR,1729391496
191,kintampo,8.0563,-1.7306,295.52,93,100,1.77,GH,1729391613
192,inhambane,-23.865,35.3833,294.11,84,6,3.73,MZ,1729391614
193,dolgoderevenskoye,55.3444,61.3444,272.34,80,0,2.0,RU,1729391615
194,matelandia,-25.2408,-53.9964,289.86,97,18,2.38,BR,1729391616
195,paphos,34.7667,32.4167,289.03,59,0,3.6,CY,1729391397
196,sevastopol,44.6,33.5333,278.71,61,45,2.24,UA,1729391620
197,chegdomyn,51.1167,133.0167,272.05,36,6,3.58,RU,1729391534
198,kailua-kona,19.6406,-155.9956,301.64,78,40,4.12,US,1729391622
199,macau,22.2006,113.5461,303.55,74,40,8.23,MO,1729391330
200,baiti,13.745,-14.7482,299.06,88,100,2.37,SN,1729391624
201,chimore,-16.9833,-65.1333,296.27,78,14,0.98,BO,1729391625
202,piggs peak,-25.9667,31.25,286.42,94,78,0.33,SZ,1729391626
203,saint-joseph,-21.3667,55.6167,294.36,82,38,4.21,RE,1729391628
204,tionk essil,12.7856,-16.5217,297.96,93,57,0.54,SN,1729391629
205,salalah,17.0151,54.0924,298.2,83,0,1.54,OM,1729391630
206,sinabang,2.4803,96.3801,302.26,66,83,1.19,ID,1729391631
207,bunia,1.5667,30.25,290.46,97,100,1.89,CD,1729391632
208,san patricio,28.017,-97.5169,298.12,76,13,6.57,US,1729391633
209,lake charles,30.2131,-93.2044,295.14,61,0,2.57,US,1729391635
210,sai buri,6.7013,101.6168,299.99,85,100,1.09,TH,1729391636
211,cockburn town,21.4612,-71.1419,300.21,85,100,10.17,TC,1729391411
212,hassi messaoud,31.6804,6.0729,290.07,48,87,1.03,DZ,1729391638
213,fortuna,40.5982,-124.1573,288.11,87,0,0.0,US,1729391642
214,fuling,29.7022,107.3919,292.0,80,99,2.44,CN,1729391643
215,vershino-darasunskiy,52.35,115.5167,273.35,30,100,1.94,RU,1729391644
216,kidal,18.4411,1.4078,301.83,19,8,0.18,ML,1729391645
217,stanley,54.868,-1.6985,280.16,94,0,2.06,GB,1729391452
218,changuinola,9.4333,-82.5167,296.45,89,100,0.45,PA,1729391648
219,bathsheba,13.2167,-59.5167,298.49,94,20,2.57,BB,1729391649
220,hammerfest,70.6634,23.6821,279.4,81,29,1.03,NO,1729391650
221,vila franca do campo,37.7167,-25.4333,293.38,99,100,4.04,PT,1729391651
222,kharp,66.8014,65.8081,275.73,97,100,5.59,RU,1729391652
223,nchelenge,-9.3451,28.734,297.22,69,97,1.62,ZM,1729391653
224,aoulef,26.9667,1.0833,293.59,25,0,4.43,DZ,1729391655
225,saldanha,-33.0117,17.9442,284.18,77,0,8.52,ZA,1729391657
226,uliastay,47.7417,96.8444,271.12,89,100,2.64,MN,1729391658
227,olonkinbyen,70.9221,-8.7187,275.81,91,93,9.75,SJ,1729391659
228,bir hadaj,31.0263,34.7031,290.34,58,0,2.5,IL,1729391661
229,hasaki,35.7333,140.8333,288.68,61,80,14.1,JP,1729391662
230,valparaiso,-33.0393,-71.6273,284.95,93,100,2.57,CL,1729391663
231,ugoofaaru,5.6667,73.0,301.34,79,36,5.23,MV,1729391664
232,muynoq,43.7683,59.0214,288.87,63,99,4.02,UZ,1729391665
233,alvand,36.3187,49.1678,281.51,68,0,3.69,IR,1729391666
234,slavyansk-na-kubani,45.2519,38.1181,280.76,69,100,3.37,RU,1729391669
235,port hedland,-20.3167,118.5667,306.18,33,0,7.72,AU,1729391670
236,ulladulla,-35.35,150.4667,292.36,56,0,6.78,AU,1729391671
237,moussoro,13.6408,16.4901,303.46,38,47,3.6,TD,1729391672
238,itaituba,-4.2761,-55.9836,299.0,77,75,1.02,BR,1729391673
239,moree,-29.4667,149.85,302.31,31,2,1.65,AU,1729391675
240,kievka,50.2619,71.5514,277.7,50,9,1.92,KZ,1729391676
241,forster,-32.1667,152.5167,295.58,66,46,8.46,AU,1729391677
242,sabang,5.8933,95.3214,301.23,75,81,10.83,ID,1729391678
243,east london,-33.0153,27.9116,288.06,90,100,3.91,ZA,1729391679
244,cesky krumlov,48.8109,14.3152,280.24,93,98,0.46,CZ,1729391680
245,kimbe,-5.5502,150.1429,304.35,64,98,2.01,PG,1729391681
246,shangzhi,45.2167,127.9667,278.14,24,0,3.5,CN,1729391683
247,hamilton,39.1834,-84.5333,286.82,75,0,0.0,US,1729391574
248,yuksekova,37.5736,44.2872,270.01,86,20,0.0,TR,1729391685
249,luwuk,-0.9516,122.7875,302.59,61,93,2.75,ID,1729391686
250,murzuq,25.9155,13.9184,295.47,29,0,3.25,LY,1729391687
251,farmville,37.3021,-78.3919,281.33,93,0,0.0,US,1729391689
252,tamandare,-8.7597,-35.1047,298.15,74,100,4.41,BR,1729391690
253,iskateley,67.6803,53.1512,277.52,72,100,7.16,RU,1729391691
254,vorkuta,67.5,64.0,274.0,98,100,7.56,RU,1729391692
255,suoyarvi,62.0833,32.35,278.85,87,91,2.33,RU,1729391693
256,happy valley-goose bay,53.3168,-60.3315,283.32,76,100,0.0,CA,1729391411
257,labrador city,52.9463,-66.9114,278.81,79,100,30.4,CA,1729391696
258,ibanda,0.9268,29.856,288.34,99,100,0.48,CD,1729391697
259,vadso,70.0744,29.7487,281.24,93,75,4.63,NO,1729391698
260,cukai,4.25,103.4167,299.29,88,100,1.41,MY,1729391699
261,villamontes,-21.25,-63.5,292.36,67,0,0.97,BO,1729391700
262,sidney,-33.8679,151.2073,296.42,59,13,1.79,AU,1729391611
263,hounde,11.5,-3.5167,299.2,66,100,1.33,BF,1729391703
264,yulinshi,38.2906,109.7494,277.08,86,100,10.41,CN,1729391704
265,emure-ekiti,7.4361,5.4593,294.68,99,100,1.23,NG,1729391705
266,sogne,58.0833,7.8167,284.91,100,97,4.36,NO,1729391706
267,denov,38.2667,67.9,294.37,17,0,3.01,UZ,1729391707
268,vilyuchinsk,52.9306,158.4028,284.3,70,91,10.38,RU,1729391708
269,oral,51.2333,51.3667,280.14,93,75,4.0,KZ,1729391583
270,arraial do cabo,-22.9661,-42.0278,294.19,96,100,8.65,BR,1729391711
271,badiyah,22.45,58.8,299.91,51,88,1.35,OM,1729391712
272,ban tak,17.0432,99.0813,299.56,85,100,1.15,TH,1729391713
273,gisborne,-38.6533,178.0042,288.4,66,10,6.74,NZ,1729391714
274,redencao,-4.2258,-38.7306,296.21,90,69,1.61,BR,1729391715
275,san andres,12.5847,-81.7006,302.16,84,20,2.57,CO,1729391717
276,itambacuri,-18.0311,-41.685,294.82,85,100,3.4,BR,1729391718
277,tual,-5.6667,132.75,301.28,78,82,5.81,ID,1729391719
278,mitsamiouli,-11.3847,43.2844,298.79,82,30,4.88,KM,1729391721
279,sovetskiy,61.3614,63.5842,279.05,85,100,4.62,RU,1729391722
280,tibu,8.639,-72.7358,296.88,98,100,1.08,CO,1729391724
281,baglung,28.2719,83.5898,291.61,81,84,0.2,NP,1729391725
282,knyaginino,55.8228,45.0349,274.22,84,44,1.65,RU,1729391726
283,sechura,-5.5569,-80.8222,291.27,85,63,5.24,PE,1729391728
284,lensk,60.7253,114.9278,269.4,87,100,4.02,RU,1729391703
285,chibougamau,49.9168,-74.3659,282.94,87,100,3.6,CA,1729391730
286,kerikeri,-35.2268,173.9474,290.3,54,3,4.2,NZ,1729391731
287,obo,5.3998,26.4869,293.25,98,100,1.29,CF,1729391732
288,katsuren-haebaru,26.3369,127.8719,303.37,72,75,6.17,JP,1729391734
289,kruisfontein,-34.0033,24.7314,283.45,85,88,2.04,ZA,1729391735
290,karaman,37.0833,33.25,275.81,64,0,2.24,TR,1729391736
291,minas de marcona,-15.2119,-75.1103,286.16,82,46,3.47,PE,1729391737
292,aginskoye,51.1,114.53,274.58,35,100,2.03,RU,1729391738
293,taoudenni,22.6783,-3.9836,300.44,14,1,6.63,ML,1729391739
294,tena,-0.9833,-77.8167,294.87,95,53,1.24,EC,1729391740
295,macon,39.8667,-88.9668,286.18,50,0,2.06,US,1729391742
296,mar del plata,-38.0023,-57.5575,291.22,88,0,9.39,AR,1729391262
297,burang,30.25,81.1667,274.2,68,42,0.89,CN,1729391744
298,dryden,49.7833,-92.7503,282.31,81,75,5.66,CA,1729391745
